shipment_id,mode,product_category,unit_cost,weight_kg,lat_o,lon_o,lat_d,lon_d,dist_km,plan_hrs,origin_congestion_index,weather_condition_code,labor_strike_score,current_node_stock,node_tier,actual_transit_time,is_delayed,delay_delta,predicted_ttr,risk_score,stay_impact,pivot_impact,ai_recommendation,strategic_justification
SHP-0382093,Truck,Raw Materials,94,75.53,-22.08,-68.86,36.43,-112.78,7973.76,88.6,5.07,1.01,0.51,4196,3,221.36,1,132.76,77.72,0.18,3981.86,1306.79,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382094,Ocean,Semiconductors,592,0.09,4.32,-78.52,-21.75,56.83,14831,423.74,5.03,1.03,0.5,3180,2,771.64,1,347.9,377.9,0.59,19486.8,1863.04,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382095,Truck,Raw Materials,79,82.74,33.73,-118.26,-44.54,-82.52,9422.8,104.7,5.08,0.98,0.49,1902,0,122.78,0,18.08,93.57,0.2,4759.5,1290.13,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382096,Truck,Semiconductors,975,0.11,50.02,55.47,18.52,73.85,3864.51,42.94,4.96,1.01,0.49,207,2,52.41,0,9.47,38.65,0.13,2907.25,2292,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382097,Ocean,Raw Materials,94,75.53,42.83,50.05,-9.24,90.96,7120.04,203.43,5.04,1,0.49,2908,1,548.64,1,345.21,186.67,0.33,9429.63,1306.79,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382098,Truck,Raw Materials,94,108.1,48.63,30.7,-9.24,90.96,8704.62,96.72,4.96,1.01,0.5,1565,3,269.23,1,172.51,87.35,0.2,4464.15,1307.44,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382099,Truck,Energy & Power,2037,14.68,18.52,73.85,28.54,77.55,1176.05,13.07,5.01,0.99,0.5,647,1,27.45,1,14.38,11.47,0.09,2610.98,3481.73,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382100,Rail,Raw Materials,79,82.74,-38.1,15.53,22.74,69.7,8813.33,110.17,4.96,0.99,0.51,4357,3,214.26,1,104.09,97.94,0.21,4978.3,1290.13,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382101,Air,Raw Materials,94,75.53,-22.08,-68.86,-56.72,103.91,11226.86,13.21,5.07,1.01,0.51,4196,3,29.27,1,16.06,11.94,0.09,692.86,1306.79,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382102,Rail,Semiconductors,592,0.09,-22.09,102.78,50.02,55.47,9269.45,115.87,5.11,0.99,0.5,2955,4,178.79,1,62.92,100.11,0.21,5597.67,1863.04,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382103,Ocean,Raw Materials,94,108.1,-46.17,-41.01,6.88,-90.65,7669.72,219.13,4.97,1.03,0.5,3408,1,562.01,1,342.88,200.06,0.35,10099.9,1307.44,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382104,Ocean,Raw Materials,218,66.74,-5.5,19.19,12.92,49.22,3898.93,111.4,4.95,1,0.51,202,1,304.85,1,193.45,101.35,0.22,5286.96,1445.49,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382105,Ocean,Raw Materials,218,66.74,47.84,29.98,-56.68,46.35,11720.49,334.87,5.05,0.99,0.5,4864,4,692.34,1,357.47,309.9,0.5,15714.74,1445.49,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382106,Truck,Semiconductors,592,0.09,1.02,116.62,18.52,73.85,5052.75,56.14,5.01,1.01,0.5,1091,4,113.34,1,57.2,50.74,0.15,3128.97,1863.04,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382107,Truck,Raw Materials,137,131.41,49.3,-88.45,-35.7,114.51,17617.14,195.75,4.85,0.97,0.49,4177,2,274.73,1,78.98,181.28,0.32,9204.1,1356.07,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382108,Truck,Raw Materials,145,100.37,-39.9,86.45,-9.24,90.96,3438.89,38.21,5.02,1.03,0.5,3661,2,95.61,1,57.4,34.54,0.12,1874.68,1364.41,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382109,Truck,Energy & Power,2037,14.68,-57.21,-109.6,56.98,-91.44,12800.5,142.23,5.06,1.01,0.5,3359,1,342.18,1,199.95,130.02,0.25,8538.41,3481.73,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382110,Ocean,Raw Materials,248,109.36,10.03,-25.8,51.92,4.47,5401.68,154.33,5.06,0.98,0.5,315,4,236.8,1,82.47,137.63,0.26,7132.17,1479.95,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382111,Ocean,Raw Materials,137,131.41,-45.74,101.14,-50.08,82.54,1463.52,41.81,5,0.97,0.5,3439,2,53.08,1,11.27,35.97,0.13,1938.81,1356.07,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382112,Rail,Raw Materials,214,96.03,37.54,-102.52,-46.17,-41.01,11145.09,139.31,5.02,0.99,0.49,2205,3,363.48,1,224.17,128.34,0.25,6633.38,1441.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382113,Ocean,Semiconductors,975,0.11,58.14,84.27,33.73,-118.26,9585.62,273.87,5.06,0.98,0.5,3692,2,482.12,1,208.25,236.85,0.4,12817.6,2292,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382114,Ocean,Raw Materials,52,122.09,-9.24,90.96,59.17,-61.27,13991.78,399.77,4.99,1.02,0.5,1139,4,1048.57,1,648.8,390.69,0.61,19589.7,1260.68,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382115,Rail,Raw Materials,55,127.75,-46.17,-41.01,31.06,28.86,11083.7,138.55,4.97,1.03,0.5,2574,1,157.24,0,18.69,125.57,0.25,6336.51,1264.16,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382116,Air,Raw Materials,248,109.36,-17.98,-110.77,-35.7,114.51,12377.77,14.56,4.96,1.02,0.51,4346,4,31.98,1,17.42,8.81,0.09,691.2,1479.95,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382117,Ocean,Semiconductors,1780,0.13,-38.1,15.53,32.48,105.45,12152.46,347.21,4.96,0.99,0.51,2560,3,660.91,1,313.7,315.98,0.51,17579.17,3193.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382118,Rail,Semiconductors,1201,0.13,-36.87,22.47,33.26,53.07,8419.99,105.25,4.98,0.99,0.5,1149,2,211.93,1,106.68,97.48,0.21,6074.93,2545.12,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382119,Rail,Raw Materials,218,66.74,22.74,69.7,40.45,-117.37,12950.84,161.89,5.04,0.98,0.49,3464,0,450.91,1,289.02,145.39,0.28,7489.13,1445.49,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382120,Rail,Semiconductors,1780,0.13,-56.72,103.91,40.45,-117.37,16556.08,206.95,5.06,1.01,0.5,2218,1,378.91,1,171.96,174.25,0.31,10492.53,3193.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382121,Rail,Energy & Power,2037,14.68,45.41,-113.72,30.5,-95.77,2276.09,28.45,5.03,1.01,0.5,1409,4,38.36,1,9.91,25.19,0.11,3296.98,3481.73,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382122,Air,Raw Materials,94,108.1,-45.74,101.14,4.32,-78.52,15409.92,18.13,5,0.97,0.5,631,2,43.27,1,25.14,13.96,0.1,794.86,1307.44,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382123,Ocean,Raw Materials,52,122.09,24.78,120.99,-56.51,-56.95,16483.18,470.95,5.03,1.01,0.49,3789,3,941.28,1,470.33,389.21,0.61,19515.78,1260.68,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382124,Rail,Semiconductors,1201,0.13,-8.62,117.48,50.79,-95.24,14448.82,180.61,5.02,1.01,0.5,4463,2,428.91,1,248.3,159.11,0.29,9156.33,2545.12,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382125,Ocean,Semiconductors,1201,0.13,32.64,-76.95,48.63,30.7,8489.21,242.55,5,1.02,0.5,3810,2,431.46,1,188.91,220.48,0.38,12224.91,2545.12,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382126,Truck,Raw Materials,59,76.47,36.43,-112.78,28.54,77.55,12710.7,141.23,4.94,1.03,0.5,4856,4,284,1,142.77,129.32,0.25,6527.15,1267.61,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382127,Rail,Energy & Power,3978,21.88,36.43,-112.78,-56.72,103.91,16485.99,206.07,4.94,1.03,0.5,2024,4,401.96,1,195.89,191.76,0.34,13566.37,5655.8,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382128,Rail,Semiconductors,1069,0.14,-10.72,25.47,-56.51,-56.95,8551.04,106.89,5.04,1,0.51,4621,4,220.23,1,113.34,99.72,0.21,6055.03,2397.28,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382129,Ocean,Energy & Power,3814,11.39,-45.74,101.14,-47.84,-47.27,9165.12,261.86,5,0.97,0.5,4081,2,521.23,1,259.37,243.5,0.41,15989.44,5471.91,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382130,Ocean,Semiconductors,975,0.11,-22.08,-68.86,-35.7,114.51,13580.92,388.03,5.07,1.01,0.51,4401,3,463.98,0,75.95,368.16,0.58,19382.85,2292,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382131,Ocean,Raw Materials,94,75.53,13.62,13.21,10.03,-25.8,4259.51,121.7,5.04,1.01,0.49,1599,3,266.47,1,144.77,107.72,0.22,5481.7,1306.79,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382132,Air,Raw Materials,52,122.09,-52.94,98.87,-22.09,102.78,3446.8,4.06,5.01,1.01,0.5,4764,1,5.05,0,0.99,5.55,0.09,332.73,1260.68,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382133,Air,Semiconductors,1069,0.14,22.8,-63.2,32.48,105.45,13751.3,16.18,5.02,1,0.5,4107,1,17.64,0,1.46,17.87,0.1,1962.27,2397.28,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382134,Ocean,Energy & Power,3978,21.88,-4.98,117.14,-40.45,-81.78,14606.88,417.34,5.05,0.98,0.49,1679,2,894.07,1,476.73,405.62,0.63,24259.61,5655.8,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382135,Ocean,Raw Materials,248,109.36,18.52,73.85,-54.26,-118.14,15911,454.6,5.01,0.99,0.5,3988,1,549.21,0,94.61,389.82,0.61,19741.85,1479.95,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382136,Truck,Raw Materials,94,108.1,50.02,55.47,-52.94,98.87,12150.98,135.01,4.96,1.01,0.49,2290,2,182.81,1,47.8,120.62,0.24,6127.95,1307.44,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382137,Truck,Raw Materials,55,127.75,-40.45,-81.78,-35.7,114.51,11385.61,126.51,4.98,0.99,0.5,3758,4,181.45,1,54.94,114.25,0.23,5770.91,1264.16,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382138,Truck,Energy & Power,3814,11.39,49.3,-88.45,48.63,30.7,7667.66,85.2,4.85,0.97,0.49,1953,2,217.81,1,132.61,73.08,0.18,7468.1,5471.91,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382139,Truck,Energy & Power,3814,11.39,14.71,-54.94,-22.54,-5.13,6823.93,75.82,5.03,0.98,0.5,1456,1,170.25,1,94.43,69.08,0.17,7268.41,5471.91,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382140,Ocean,Raw Materials,55,127.75,-36.87,22.47,-44.54,-82.52,8243,235.51,4.98,0.99,0.5,2944,2,465.31,1,229.8,215.13,0.37,10814.89,1264.16,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382141,Rail,Semiconductors,592,0.09,6.88,-90.65,-57.79,-41.44,8434.67,105.43,5.12,0.99,0.51,472,2,191.2,1,85.77,95.22,0.21,5352.78,1863.04,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382142,Truck,Semiconductors,975,0.11,-5.5,19.19,-22.54,-5.13,3225.88,35.84,4.95,1,0.51,4424,1,84.52,1,48.68,32.23,0.12,2586.55,2292,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382143,Truck,Semiconductors,1780,0.13,22.8,-63.2,38.72,-79.45,2347.49,26.08,5.02,1,0.5,3941,1,37.03,1,10.95,23.31,0.11,2945.51,3193.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382144,Ocean,Raw Materials,218,66.74,-57.79,-41.44,18.95,72.95,13218.91,377.68,4.96,1.02,0.5,930,1,586.03,1,208.35,333.4,0.53,16889.69,1445.49,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382145,Rail,Semiconductors,975,0.11,-50.08,82.54,30.67,10.33,11437.48,142.97,4.94,0.99,0.49,322,1,348.19,1,205.22,129.35,0.25,7442.48,2292,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382146,Truck,Semiconductors,1069,0.14,-39.9,86.45,31.06,28.86,9871.41,109.68,5.02,1.03,0.5,715,2,240.26,1,130.58,98.26,0.21,5981.91,2397.28,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382147,Truck,Semiconductors,1069,0.14,30.67,10.33,-10.72,25.47,4878.3,54.2,4.98,0.97,0.5,4396,1,143.26,1,89.06,47.7,0.14,3454.02,2397.28,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382148,Rail,Raw Materials,79,82.74,33.73,-118.26,-40.24,33.45,17412.52,217.66,5.08,0.98,0.49,1902,0,527.62,1,309.96,190.12,0.34,9587.03,1290.13,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382149,Rail,Semiconductors,1201,0.13,31.06,28.86,4.32,-78.52,11396.16,142.45,4.94,1.01,0.5,3556,3,394.39,1,251.94,127.51,0.25,7576.73,2545.12,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382150,Ocean,Energy & Power,3978,21.88,18.95,72.95,50.02,55.47,3786.55,108.19,5.01,1,0.5,1652,0,149.6,1,41.41,94.08,0.21,8682.33,5655.8,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382151,Ocean,Raw Materials,94,75.53,-23.82,26.38,1.02,116.62,10077.08,287.92,5.13,1.01,0.5,3249,3,773.67,1,485.75,249.81,0.42,12586.15,1306.79,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382152,Ocean,Semiconductors,1201,0.13,40.45,-117.37,-46.17,-41.01,12243.01,349.8,5.02,1.01,0.5,4536,2,419.08,0,69.28,302.51,0.49,16326.27,2545.12,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382153,Ocean,Raw Materials,248,109.36,24.78,120.99,33.26,53.07,6558.74,187.39,5.03,1.01,0.49,3019,3,225.28,0,37.89,169.12,0.31,8706.81,1479.95,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382154,Rail,Raw Materials,218,66.74,12.92,49.22,-36.87,22.47,6204.55,77.56,4.98,1.01,0.5,3300,4,96.94,0,19.38,68.69,0.17,3654.26,1445.49,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382155,Ocean,Raw Materials,145,100.37,-29.18,-81.9,24.78,120.99,17698.53,505.67,5,1.01,0.5,3183,4,534.3,0,28.63,499.65,0.76,25129.78,1364.41,PIVOT,"Reroute 40% Volume to Port B; +12% Cost, but -5 Days Delay & -20% Scope 3 Emissions"
SHP-0382156,Truck,Energy & Power,3978,21.88,-29.18,-81.9,18.95,72.95,17228.22,191.42,5,1.01,0.5,4900,4,450.54,1,259.12,165.89,0.3,12272.91,5655.8,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382157,Air,Semiconductors,975,0.11,4.32,-78.52,-21.75,56.83,14831,17.45,5.03,1.03,0.5,3162,2,23.65,1,6.2,13.1,0.1,1630.18,2292,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382158,Rail,Raw Materials,52,122.09,-8.62,117.48,-36.87,22.47,9874.32,123.43,5.02,1.01,0.5,565,2,125.91,0,2.48,107.21,0.22,5415.43,1260.68,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382159,Ocean,Semiconductors,1780,0.13,-22.54,-5.13,14.71,-54.94,6823.93,194.97,5.1,0.98,0.49,2649,3,465.3,1,270.33,177.59,0.32,10659.71,3193.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382160,Ocean,Raw Materials,94,75.53,58.14,84.27,12.53,-41.31,10745.56,307.02,5.06,0.98,0.5,1064,2,408.41,1,101.39,277.4,0.45,13965.77,1306.79,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0495722,Air,Semiconductors,592,0.09,12.46,-13.76,48.63,30.7,5726.05,6.74,5.01,1,0.5,2467,4,6.8,0,0.06,5.92,0.09,887.91,1863.04,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382161,Ocean,Raw Materials,98,96.88,-38.1,15.53,59.17,-61.27,12894.42,368.41,4.96,0.99,0.51,2532,3,381.19,0,12.78,308.81,0.5,15541.08,1311.7,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382162,Air,Raw Materials,55,127.75,-4.98,117.14,-35.7,114.51,3426.41,4.03,5.05,0.98,0.49,1312,2,5.46,1,1.43,1.58,0.08,137.26,1264.16,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382163,Ocean,Semiconductors,975,0.11,-1.82,46.19,58.14,84.27,7466.74,213.34,4.95,0.98,0.5,794,3,332.11,1,118.77,192.18,0.34,10583.97,2292,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382164,Truck,Raw Materials,218,66.74,-46.17,-41.01,-10.72,25.47,7346.29,81.63,4.97,1.03,0.5,594,1,218.71,1,137.08,70.72,0.17,3755.91,1445.49,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382165,Ocean,Raw Materials,248,109.36,12.92,49.22,14.88,31.56,1918.09,54.8,4.98,1.01,0.5,4129,4,91.47,1,36.67,51.84,0.15,2842.96,1479.95,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382166,Ocean,Raw Materials,94,108.1,13.62,13.21,22.74,69.7,6019.97,172,5.04,1.01,0.49,3583,3,297.8,1,125.8,147.47,0.28,7470.42,1307.44,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382167,Truck,Semiconductors,975,0.11,-4.98,117.14,45.41,-113.72,13366.72,148.52,5.05,0.98,0.49,2488,2,285.81,1,137.29,129.92,0.25,7471.25,2292,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382168,Ocean,Semiconductors,1780,0.13,6.45,-94.66,12.92,49.22,15480.9,442.31,5.03,0.98,0.49,1015,4,1169.62,1,727.31,407.1,0.63,22134.96,3193.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382169,Truck,Energy & Power,2037,14.68,-17.98,-110.77,37.54,-102.52,6232.89,69.25,4.96,1.02,0.51,3071,4,80.58,0,11.33,64.25,0.17,5249.71,3481.73,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382170,Ocean,Raw Materials,137,131.41,-56.68,46.35,-40.45,-81.78,8172.92,233.51,5.08,1,0.5,3491,4,334.92,1,101.41,214.9,0.37,10885.49,1356.07,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382171,Truck,Raw Materials,59,76.47,28.54,77.55,42.83,50.05,2928.07,32.53,5.03,1.03,0.51,1814,1,35.82,0,3.29,31.12,0.12,1617.11,1267.61,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382172,Truck,Semiconductors,592,0.09,-57.79,-41.44,48.63,30.7,13543.21,150.48,4.96,1.02,0.5,1432,1,405.9,1,255.42,138.49,0.27,7516.55,1863.04,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382173,Rail,Semiconductors,592,0.09,-32.17,-76.35,-21.75,56.83,12222.63,152.78,5.06,1,0.5,2435,1,302.06,1,149.28,139.57,0.27,7570.65,1863.04,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382174,Air,Semiconductors,1780,0.13,49.3,-88.45,-43.85,66.17,17993.73,21.17,4.85,0.97,0.49,520,2,50.64,1,29.47,25.18,0.11,3039.07,3193.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382175,Truck,Energy & Power,3814,11.39,49.3,-88.45,-56.72,103.91,18850.32,209.45,4.85,0.97,0.49,1953,2,224.34,0,14.89,183.37,0.33,12982.59,5471.91,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382176,Ocean,Raw Materials,145,100.37,33.26,53.07,48.63,30.7,2522.52,72.07,5.01,1.02,0.5,1718,4,119.92,1,47.85,65.3,0.17,3412.42,1364.41,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382177,Truck,Raw Materials,145,100.37,6.88,-90.65,-54.26,-118.14,7265.73,80.73,5.12,0.99,0.51,2173,2,146.72,1,65.99,62.9,0.16,3292.61,1364.41,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382178,Ocean,Raw Materials,137,131.41,-57.21,-109.6,-38.1,15.53,8242.86,235.51,5.06,1.01,0.5,1771,1,434.57,1,199.06,209.98,0.36,10639.17,1356.07,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382179,Ocean,Raw Materials,79,82.74,-17.88,4.46,-50.08,82.54,7649.39,218.55,5.02,0.98,0.5,2753,4,352.85,1,134.3,189.99,0.34,9580.56,1290.13,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382180,Truck,Raw Materials,214,96.03,50.02,55.47,-29.18,-81.9,15772.53,175.25,4.96,1.01,0.49,503,2,212.28,0,37.03,167.24,0.3,8578.45,1441.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382181,Rail,Semiconductors,592,0.09,33.26,53.07,13.62,13.21,4576.54,57.21,5.01,1.02,0.5,258,4,61.26,0,4.05,50.6,0.15,3122,1863.04,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382182,Rail,Raw Materials,214,96.03,45.41,-113.72,-38.1,15.53,15799.75,197.5,5.03,1.01,0.5,503,4,345.95,1,148.45,175.13,0.32,8972.72,1441.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382183,Ocean,Raw Materials,52,122.09,-17.88,4.46,-52.94,98.87,8718.36,249.1,5.02,0.98,0.5,3835,4,366.33,1,117.23,227.89,0.39,11449.43,1260.68,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382184,Air,Semiconductors,1780,0.13,9.25,114.81,37.54,-102.52,13524.14,15.91,4.99,1.01,0.5,4719,4,39.83,1,23.92,17.95,0.1,2677.67,3193.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382185,Ocean,Raw Materials,52,122.09,4.32,-78.52,10.03,-25.8,5844.67,166.99,5.03,1.03,0.5,4513,2,168.58,0,1.59,150.48,0.28,7578.84,1260.68,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382186,Air,Raw Materials,137,131.41,12.46,-13.76,12.53,-41.31,2990.53,3.52,5.01,1,0.5,4853,4,3.78,0,0.26,1.36,0.08,208.19,1356.07,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382187,Rail,Raw Materials,94,108.1,-36.87,22.47,-52.94,98.87,5969.94,74.62,4.98,0.99,0.5,3293,2,201.39,1,126.77,66.85,0.17,3439.3,1307.44,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382188,Truck,Raw Materials,145,100.37,9.25,114.81,-47.84,-47.27,15405.91,171.18,4.99,1.01,0.5,2972,4,292.63,1,121.45,152.65,0.29,7779.99,1364.41,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382189,Ocean,Raw Materials,137,131.41,-17.98,-110.77,30.67,10.33,13948.96,398.54,4.96,1.02,0.51,3540,4,772.81,1,374.27,365.51,0.57,18415.98,1356.07,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382190,Air,Semiconductors,1201,0.13,-50.08,82.54,6.45,-94.66,15156.72,17.83,4.94,0.99,0.49,1215,1,17.97,0,0.14,9.25,0.09,1663.75,2545.12,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382191,Truck,Raw Materials,79,82.74,32.48,105.45,14.88,31.56,7632.43,84.8,5.04,0.99,0.5,129,2,172.75,1,87.95,79.09,0.19,4035.78,1290.13,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382192,Air,Raw Materials,248,109.36,-57.79,-41.44,36.43,-112.78,12388.98,14.58,4.96,1.02,0.5,1192,1,31.03,1,16.45,12.87,0.1,894.42,1479.95,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382193,Ocean,Raw Materials,52,122.09,-46.17,-41.01,-24.51,-71.02,3595.27,102.72,4.97,1.03,0.5,4589,1,262.88,1,160.16,90.65,0.2,4587.35,1260.68,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382194,Ocean,Raw Materials,59,76.47,-56.51,-56.95,14.88,31.56,11292.53,322.64,4.93,0.99,0.5,4855,3,667.36,1,344.72,288.1,0.47,14465.81,1267.61,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382195,Truck,Raw Materials,94,108.1,-57.79,-41.44,-40.24,33.45,5477.41,60.86,4.96,1.02,0.5,148,1,78.81,1,17.95,58.2,0.16,3006.61,1307.44,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382196,Truck,Raw Materials,137,131.41,33.26,53.07,-52.94,98.87,10558.99,117.32,5.01,1.02,0.5,142,4,304.01,1,186.69,101.62,0.22,5221.22,1356.07,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382197,Ocean,Raw Materials,218,66.74,14.88,31.56,37.54,-102.52,12468.43,356.24,5.04,1.02,0.5,356,1,715.3,1,359.06,321.27,0.51,16283.31,1445.49,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382198,Truck,Energy & Power,3978,21.88,18.95,72.95,-57.21,-109.6,15755.55,175.06,5.01,1,0.5,1652,0,406.99,1,231.93,168.81,0.31,12419.08,5655.8,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382199,Ocean,Raw Materials,248,109.36,1.02,116.62,13.62,13.21,11428.37,326.52,5.01,1.01,0.5,1497,4,713.55,1,387.03,292.38,0.47,14869.88,1479.95,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382200,Truck,Raw Materials,94,75.53,-47.84,-47.27,-22.09,102.78,11684.03,129.82,5.07,1,0.49,1069,3,322.33,1,192.51,118.01,0.24,5996.25,1306.79,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382201,Ocean,Semiconductors,1069,0.14,-22.08,-68.86,49.3,-88.45,8170.73,233.45,5.07,1.01,0.51,1397,3,562.6,1,329.15,211.73,0.37,11655.29,2397.28,STAY ON ROUTE,Maintain Route: Optimized for Cost
SHP-0382202,Rail,Semiconductors,1780,0.13,-4.98,117.14,6.88,-90.65,16933.83,211.67,5.05,0.98,0.49,576,2,385.57,1,173.9,175.09,0.32,10534.68,3193.6,STAY ON ROUTE,Maintain Route: Optimized for Cost
